22900	24149
5594	5175
4116	3187
4864	340061
1063	6840
2908	6421
708	55832
253635	6472
3459	6472
58480	309
23327	83987
7128	3665
55847	6059
5684	10946
8604	23380
8841	10009
8452	81631
3857	5460
1628	3428
79833	79008
134957	415117
11335	5591
90025	51072
8723	58533
23468	3921
10765	8535
7756	6059
4116	6138
1434	7157
4851	51434
5881	10519
6648	382
56262	1880
54165	51649
6950	10971
9782	27185
10127	79666
4914	51608
5931	5252
1207	84967
3832	6228
26064	80179
10273	9531
5894	3265
23633	4171
85440	7415
81631	4130
7448	3685
1869	8202
9601	3106
58517	8353
11133	55140
80279	3728
8452	6201
6780	10527
7083	9757
81608	3981
63898	5500
3577	983
8539	3064
26468	84304
332	5501
8452	6748
5108	10112
81631	11331
996	51434
7531	5208
23028	8676
121441	203068
54815	8350
5905	10482
3964	961
6386	54458
55133	6119
1387	26039
351	148523
8669	8667
51619	55611
39	4163
5931	114548
1027	10628
723788	3615
1213	1454
1080	813
351	11269
196383	284004
26580	961
8409	8409
26517	1678
4214	6137
5976	1938
27316	50618
10013	4914
84955	4914
29775	80179
132320	7266
10298	7529
64422	79008
79155	8517
161436	4914
3178	22827
10188	7704
5682	11047
9759	23411
5518	29966
6872	2353
55930	7111
57120	5970
4034	10910
55003	9045
1026	10399
54534	6182
4092	93
9099	3949
5869	2664
10075	1642
3796	23363
4208	7534
10097	1212
54972	3309
10681	6950
1080	3316
6418	84248
29889	10146
1385	6721
2521	3190
22938	545
79797	138046
51018	23363
6813	55215
8454	10342
4793	81930
3320	1408
3276	7068
85477	7111
1021	1031
4174	10492
51043	6667
81565	137209
7249	1612
5980	9759
6500	23512
5360	200895
10483	6850
1478	6102
351	54014
8899	6628
6901	374378
7283	10694
867	3575
6155	6134
8189	56916
11078	54785
5925	4914
4904	48
4597	1488
3190	3146
22879	64601
9774	51535
54464	22948
55355	8360
51043	10594
4034	5930
8738	55367
7531	3014
7321	7186
28996	4204
54165	23318
79901	1627
672	1025
8440	8312
79132	3692
23178	164
55075	91151
84081	4641
51133	90507
6050	6386
867	26060
1164	890
1655	207
4709	351
55967	4701
8837	23451
1017	2317
9274	351
11171	7514
2176	201254
22861	838
10128	140458
8454	3181
10528	8342
672	57062
4208	5598
2908	3329
6733	147339
2335	10949
127829	7388
23400	4886
27336	51428
5595	8751
7329	3725
9202	6613
55183	5501
84248	133619
51143	7415
55148	8354
7514	677
7514	94056
24140	4673
3171	7088
4436	55611
28990	51026
8036	22808
661	10623
10980	8148
3895	93380
7410	8651
11171	11171
2775	29079
11140	282974
57409	5468
7514	9657
8454	10477
80304	53944
8493	3014
8161	51700
9820	2108
51530	245973
1994	4774
55294	9477
23170	51547
9678	84105
27067	8575
7316	1173
9782	6626
51637	55832
3065	57621
7965	54069
988	10078
988	7372
11338	81631
51616	6884
6001	382
3065	664
22907	3608
9820	2806
6788	3336
3091	4609
55771	29889
26986	4738
8498	682
84248	7525
54891	10856
4790	1999
6640	57692
7094	3184
6045	509
988	29127
23166	23062
6780	94081
55623	54517
10763	2314
55717	23710
79018	2668
2091	54865
10482	65991
10482	4763
10868	5718
4293	3320
24148	5071
331	9131
6875	2957
8452	129831
4298	79577
8453	5430
26270	7311
11043	147687
2932	23678
1856	1856
64151	92714
2033	1859
28996	2033
722	9919
79009	6895
4093	4089
904	5371
5371	112939
1031	60492
11345	3032
10263	1937
4214	5599
24137	9055
6606	6818
10951	84787
1203	10423
23435	6147
10161	9735
1717	26046
83933	9612
1627	1173
10048	4233
51602	23552
6794	3014
9694	337867
5700	9097
10714	1108
1729	23380
3065	7411
163786	9338
22897	146057
11140	5894
10197	23181
10036	7532
572	6281
54433	54509
4171	94239
5433	9646
9818	129401
2146	5469
11345	6228
4832	6199
4522	6789
4171	158
55154	79888
55832	8971
6711	324
351	26155
55027	373156
9820	10890
10114	7341
51340	55837
3091	51741
9474	5684
23466	8356
6428	3437
30	441150
988	3799
27352	5869
5879	2909
23165	3611
1994	80306
10250	8667
373156	1650
8668	8669
2296	6299
55749	84759
701	10393
83759	5936
5329	4669
11345	6599
1994	56829
5597	23421
81622	25844
79036	55813
11140	56950
5128	7532
10049	351
94239	2130
54908	161582
55507	11311
10055	6613
57562	2804
1627	81
9564	7531
2288	6271
162461	23399
26009	112869
672	7325
6175	5494
9275	6760
51222	25925
1994	93643
3615	51547
23469	6829
79882	3837
64130	8573
5954	399687
4233	26270
4851	55193
5685	8454
79814	64795
5725	988
5411	3875
3958	6130
85403	79101
54148	84311
5682	23641
7514	93643
55832	9530
4776	23175
369	3326
3309	9657
1387	2908
6045	4116
6185	337867
9589	64210
26270	102
7529	10036
51773	4171
10273	100288695
10061	6472
213	344
5597	25920
51606	85451
6789	2969
51564	8841
7283	60493
5954	92906
351	203523
2885	1639
3313	3178
645455	138046
3459	10482
27125	4297
84557	6187
3313	408
8726	55131
25885	5202
22983	10556
7515	51776
55704	5139
841	10210
57332	121504
54751	8355
5320	5320
7329	3692
90410	26146
11043	203068
6117	2189
26043	5708
7528	7979
10664	55832
8243	113130
10014	2746
27248	7327
287	6059
79618	79618
997	22809
8363	8968
57504	1108
79577	5828
10733	1107
57510	23612
1856	5714
79155	10015
10342	3428
7529	10772
28988	55785
22889	23390
160851	55605
5371	1977
10989	93380
4301	55366
4691	23076
4791	4792
4288	7316
57147	23710
79701	10082
468	10970
116449	5510
1789	5833
11120	11133
9564	1399
10681	665
6296	10919
801	1159
5290	2776
51527	5824
1915	3316
26747	2820
23386	57565
10474	54093
23549	9882
29079	112950
10075	7314
6045	1778
51652	27183
2023	22992
4174	27043
330	56616
6418	3106
23363	8924
8891	5025
10043	351
4869	55153
51067	26995
5424	4914
4591	2130
5329	5585
10411	5903
56243	3281
285753	154313
79017	7257
7175	5460
546	7112
55761	27163
23189	5499
6118	253943
9984	6045
4216	7391
10621	7917
1387	51193
10382	29110
81539	11261
1025	3187
57082	79003
2002	9314
57584	399687
5711	5395
5933	890
23382	29068
6775	117157
2597	83987
3320	80311
7257	55755
8454	9530
672	25
9532	23235
8452	57122
672	5595
8480	6657
23020	9636
1026	5859
7030	5707
83987	7284
55168	57693
58480	286827
10049	7157
