4914	55201	29109	26043	27044	23405	6197	10277	2060	6311	1147	2782	4733	5898	23019	9361	6624	25920	1523	7514	8452	1994	7416	26993	8666	1938	7415	6134	3326	2885	83987	10482	92140	11140	27161	1660	7316	1457	8087	10421	55832	3178	6472	8454	9820	5071	3312	27250	3611	4609	1460	4869	6789	4193	3308	8945	4292	6780	7917	2010	1386	5594	988	472	3184	10598	975	1499	3921	10146	6310	92345	3428	23326	29110	10524	4087	4794	9129	92609	9584	5984	10528	79913	25788	64857	3552	23304	10769	2242	3927	324	51655	340719	10459	7322	6895	1326	2631	8554	4287	51720	125950	26128	23111	2735	26524	8526	5170	84790	5531	11143	283349	8295	3667	6612	80321	2176	26100	2908	27316	7525	9869	2260	6622	2033	382	2957	8575	3309	6199	8312	3437	302	7158	28996	7186	5925	6117	1027	7283	10014	1642	10075	57520	6613	9656	7534	10575	3981	81608	5195	7323	3304	27335	7905	71	342977	65057	7251	7508	2810	23543	6500	7874	5565	6233	7203	9782	25	7257	8924	2023	8665	3608	10492	2969	51320	56257	84078	373156	9146	29079	22938	7520	197131	51035			
5564	3692	54205	5049	2079	27335	5597	6624	25873	9706	7466	7189	10130	5691	2935	5036	1994	55611	71	7323	6472	5565	3184	55832	2885	51727	2271	9820	3312	51422	7416	10482	10014	382	6446	6722	54946	3428	58477	2130	4831	10445	9531	23363	1460	3910	92609	9474	6667	54943	27158	84337	51027	26578	10311	51021	5819	4116	4245	7322	57019	54902	8452	27330	4605	4726	4714	10240	5689	259266	55692	1650	373156	3799	10291	29079	9869	5071	472	7329	11140	8607	142	4701	207	81847	302	3611	1385	3981	10598	2521	7917	57154	8658	51619	8409	25942	2876	8481	25	8924	2023	8665	55646	25920	1936	57520	5202	10726																																																																																
10291	55660	10946	5608	23450	8500	10179	8175	7536	4914	6627	23451	9820	988	10992	5792	22938	10915	23363	8726	51428	1457	2521	8353	9869	8452	11193	6119	6118	55692	6117	6059	1121	10075	4616	3192	10987	55832	11200	7189	10492	9584	4904	2547	10014	22976	322	56893	7917	6780	7416	10482	55602	2176	84844	22890	1660	9493	7534	54386	10575	6446	8554	9531	3428	8841	4116	23002	3071	26093	3184	7329	382	23476	10521	3024	8312	8837	4292	3611	8767	84749	2023	7257	23543	3020	57154	5521	3093	9656	898	11007	3315	23524	8480	3190																																																																																														
6950	29966	29888	6801	5515	80342	54764	8428	83992	10575	11235	5518	80143	324	7871	22948	25843	26127	4914	5522	10574	10694	6789	51807	283349	57154	7415	7203	10987	9908	6667	7416	5445	3981	10454	9531	54477	2130	9782	79871	51295	10971	7514	3336	83605	2861	7189	5460	5885	1655	2010	369	4869	9146	84078	3326	10492	55844	6780	5108	2023	8924	51548	55054	10598	10524	1994	5521	192111																																																																																																																									
6829	9646	123169	5435	5430	5434	5432	6830	5433	5436	79871	5437	5431	26094	672	6917	7514	55011	661	219541	80349	55718	10482	1025	80306	8065	4297	4914	9656	3024	2631	6472	3428	8517	5828	10987	9391	10622	23224	5781	51586	8574	57599	8481	29079	23363	8312	6132	9531	1655	6597	55715	7283	9493	1022	3611	79842	4793	2010	11035	57520	7917	83637	9442	1730	9702	2016	50813	93643	8353	25920	10492	7520	9968	3315	55844	3064	8767	2023	51548	6622	7874	3205	23543	7534	54433	8614	56254	3184	7415	8350	8452	51728	1642	3006	7469																																																																																														
11171	6059	3735	6206	10456	128866	10211	5202	373156	4914	7514	25873	5037	7314	2935	3799	3178	8452	4171	3611	26270	2319	11345	8665	7189	10482	7316	50804	10075	2776	64210	22976	5984	648	3065	11021	27229	4794	4854	51079	11200	6667	4087	5898	4255	51647	147700	4698	29090	3552	6647	3927	4831	2130	8773	84790	5170	23111	3336	125950	6449	5576	3983	9410	5792	2033	8726	3309	11198	8312	9775	7158	6117	4793	11035	8481	867	6780	3981	8353	9531	6134	3921	23468	10528	960	26747	5691	6294	51560	10051	7251	57154	2810	7874	5467	22919	5594	7520	975	3326	5520	8260	83759	6789	6622																																																																																				
3181	3192	55832	10987	8454	4171	6191	23435	4869	3309	6222	3187	8452	26270	23363	8065	3178	10014	4914	9820	8453	83987	4691	11345	7531	1655	10130	3608	3184	10598	7316	4738	1457	6201	10383	23524	6118	2521	6119	6117	7157	51428	975	2547	6199	5071	56257	8726	988	3014	6789	1025	9584	6169	9702	10971	9782	4904	27316	5591	3326	2810	7520	10980	5885	6780	3959	57154	9775	10075	56916	9987	3303	6194	5521	10146	6218	51202	3183	3315	3921	6432	5093	202559	3611	8665	22938	10492	1660	2023	6134	10625	2885	1407	10575	6895	9785	3981	4831	8139	29110	11200	2010	7158	4255	4292	6294	51548	6500	4116	6613	7874	6427	6209	6133	10342	2869	4176	7150	27161																																																																						
3188	8241	3183	22913	3608	23645	8452	10598	23196	3184	1660	55170	3178	27316	23435	55832	23363	9820	9775	1655	3192	9782	10482	4914	4116	51428	3190	8726	56257	26270	6780	22938	8175	988	648	23543	10625	6118	10987	8065	6119	6117	10492	10657	4171	3609	11345	8139	9584	10971	7536	2885	4904	27161	26121	8454	4738	3187	5936	202559	6631	10075	8353	2869	5071	8453	84549	6472	10014	57154	2521	83987	1994	2547	10528	7520	5885	5093	3437	6134	7746	2661	3840	6895	79832	22890	90411	284403	1965	50999	64978	79993	26108	9785	163183	7415	81608	80306	9656	8481	54534	7189	26015	56916	2033	6622	25	56893	7248	4297	54737	5877	3181	6294	5591	7531	4255	5502	56521	71																																																																						
5781	3815	2885	3643	4690	9306	3661	5295	7525	6464	867	3717	25	4233	3667	3635	4217	8651	2242	9021	3326	975	3055	238	9846	5747	10657	868	2887	613	4914	5336	29760	2810	207	5782	5770	1499	7189	9146	6461	10971	8065	2033	3308	80306	5796	1969	7514	27316	7186	5093	10413	10273	1027	29110	928	8835	4087	5970	7534	5597	25759	10383	57520	8295	163	3066	11035	26524	3965	2130	51744	51206	9830	151473	51174	6549	171425	9509	286077	22821	3798	59341	858	83637	55353	9595	3336	148022	6449	4869	8409	5868	1856	90273	2260	7311	472	5601	369	11140	7520	2023	55755	7297	892	5594	10458	7874	6256	8312	81847	2010	10923	51061	5445	92609	8454	5925	54828	54899	3304	7248	10592	5885	10589	6597	8658	6472	1994	7529	64759	373156																																																								
9782	10521	1660	9987	3178	23435	55832	1655	8452	8454	4914	51428	2130	6117	6118	9820	6119	23363	4738	8726	10987	10657	3187	11345	1408	7316	5071	3190	3014	6780	27161	83987	9775	2521	5093	5521	7536	27316	2033	4904	1025	128308	51655	8773	79759	11200	6294	23543	51548	83759	373156	7917	5885	2885	202559	4116	54737																																																																																																																																					
10884	51253	54148	51073	55794	64978	54534	65005	28977	3178	26589	79590	128308	54948	84311	8452	4869	51320	6182	51069	51264	51263	107987373	8945	708	55832	4914	90480	3192	23144	7157	6134	27303	6929	79725	79018	4706	5018	116225	26995	10482	51121	55692	146223	54704	92935	55034	5557	286077	23203	11138	23404	8526	7263	10146	80321	8139	7159	23326	54737	9406	7874	10492	84078	9869	3184	3329	7917	4904	83987																																																																																																																								
10969	9045	4869	6157	6134	3192	55832	9463	6132	10987	6122	8454	8452	9820	10528	55646	23363	6210	8726	7157	11345	55661	8453	23435	55131	6191	5036	4914	6222	8065	83987	672	5830	4171	2885	10075	22890	6155	6169	8353	6780	9775	51493	142	6199	3921	2521	3428	2810	4116	27229	7514	27161	7283	1660	6194	6218	9584	10642	26574	4214	975	26156	6613	5521	6201	8575	3312	22938	2869	121441	6477	648	83759	3068	4771	7532	2672	6446	10146	58506	6835	6895	8139	2010	29110	5460	84078	7158	11200	5885	3055	65057	373156	2023	2033	92140	9636	3608	4691	10014	3024	10477	6142																																																																																						
10273	3993	573	9530	2071	1147	6647	9368	2308	10728	8837	65057	10159	3326	2861	51548	3312	3308	3611	4609	10482	9532	369	4209	207	3303	3315	5894	7266	4214	7316	3987	10049	5071	7186	56254	55611	9531	2908	596	6199	1499	6449	399687	4087	11140	8079	3304	7520	4291	7157	988	10413	5689	5829	5970	7321	22938	6310	8065	6446	5708	7189	1994	25	10987	259266	10542	90338	9973	79759	56999	50855	6907	342184	1022	5445	7536	4794	9474	286077	2983	80321	57480	9318	7298	197131	3667	8554	2242	51295	55364	26524	1326	2735	284403	6477	84078	7525	9646	23144	6622	7158	5925	1027	7283	4793	10075	8481	1025	7917	3064	10598	81608	8604	10528	83692	3717	5898	54828	56852	1051	71	5245	27161	7874	101928160	25942	10857	6624	55755	2023	57504	22794	4292	4171	8452	8454	5036	5604																																																		
6141	11345	144501	7001	6637	284403	10987	3336	8452	8454	81027	10935	6429	8065	83759	5037	25873	6633	8453	55832	9706	5521	10133	64786	4171	1938	2885	6233	7534	3178	2521	7316	6134	4869	10980	79876	6789	6132	5071	2130	55611	6742	8335	83987	10971	9820	10528	11140	6622	7415	8924	3064	3192	8878	9474	7532	56257	7189	10146	6449	51295	80254	4831	6154	22890	9531	984	51807	148022	4714	151050	1965	5869	6895	2661	462	6647	5538	501	286077	171017	55876	55825	122961	339318	8481	10075	81847	1385	57520	3611	7283	5093	4193	6780	23144	29079	9702	4292	3326	2023	25942	5594	2810	54433	6627	8614	3981	26747	10524	81608	54737	7536	29110	27229	2308	50855	2176	9908	975	4738																																																																					
6193	23363	9820	27044	23195	54433	80705	23019	10935	83987	22938	4869	9984	11168	9706	92609	4171	988	10528	3178	2521	3921	55832	8452	6134	3068	1104	10250	3192	284695	23524	5518	6627	1660	8726	5430	2885	23468	6199	3184	5885	6294	6118	2319	9656	2317	975	4691	3428	6119	11345	9584	6059	3005	7415	7514	6117	2547	7157	6191	1460	10075	8065	4292	23435	23326	29110	5898	4794	6310	79159	6667	148103	92935	6647	858	388115	7443	340719	125950	1212	25855	2735	5170	699	27043	2130	23492	54477	7341	10146	58506	22890	10454	8139	50855	5371	2957	472	4193	5597	238	6472	302	28996	5093	5925	26270	10342	1385	2010	142	8517	57520	7917	6780	5195	84759	10969	5521	342977	65057	71	7905	57154	2810	3188	7874	2079	22919	1051	5594	2023	10492	55011	51320	84078	50813	9775	8175	8454	10482	1457	4914	3326	114034																																												
8517	7128	79155	1147	3856	55111	6171	6895	8487	29110	10010	5581	3551	7514	10454	3064	7316	3717	92609	85363	7186	7189	132320	3326	8737	3309	9815	7534	7132	23085	11059	55054	83987	8454	8878	10971	2885	7157	3192	4793	71	207	6134	4214	9493	596	5071	23586	5970	5591	6199	373	7321	4794	10616	6446	238	55319	8726	7323	2130	1660	5594	148022	22954	1994	10133	3308	4733	1460	147700	27229	9070	10542	10598	2521	9702	10146	7341	6613	163	11130	3667	8795	51132	3915	94005	8535	80254	2735	7068	5682	8554	223	2631	1326	10528	8227	201255	22919	7283	1027	9218	101928160	8924	55646	7158	708	57534	1650	3799	27316	7525	5885	2260	1203	382	7311	8312	55278	9474	55291	7416	10625	57520	10524	9590	7248	8648	5521	142	7251	27161	10075	1642	7874	6233	8065	10987	7322	7529	8767	83737	23039																																														
25940	7329	26147	9306	93487	653121	57461	57162	25788	8554	51720	7341	26036	7157	6929	6613	6612	142	10482	54904	23028	1104	27246	5888	10524	1385	4193	7490	1994	2130	2033	7316	7189	2521	1387	8065	7321	2002	5886	3064	4171	4869	6472	4691	5371	8453	5929	8454	25942	672	9869	6314	9146	6477	5336	5591	7536	9354	25855	4205	1660	4615	7917	2547	55668	57520	11143	9820	23492	25843	3667	1642	80321	10342	2885	9070	5093	29110	51174	79896	152926	286077	51157	858	197131	83637	4617	92140	7443	6895	5682	2664	29098	11258	4904	7534	6449	84619	6722	7874	5116	3308	3184	1856	382	6622	25	55755	11345	8924	2023	23476	5700	10492	9646	3837	1650	10250	3799	7525	28996	4794	7158	4297	6667	10625	302	9129	6597	10383	6294	1051	10592	6627	8737	54433	2810	6256	23543	7322	7132	8452	114034	6721	1655	648																																												
5371	6497	7157	5830	5925	28996	5970	8312	7329	1387	6667	4193	4087	10524	8841	3065	2908	4609	6477	7341	9612	4089	4599	23411	5195	7874	6722	1453	1499	25942	6612	3066	1386	2308	8554	472	5987	5594	596	1460	1655	8878	6455	4287	9869	5194	23224	2624	11200	3064	54386	5888	10413	81608	4204	4691	4869	1457	3014	3428	79980	7750	8870	6500	26524	8344	8504	55825	5193	10384	94030	373156	25	11119	11118	7158	7249	5604	4793	65057	1051	9045	6191	1385	27043	207	26574	6256	5581	4615	8454																																																																																																			
9325	23091	9968	80306	208	29079	112950	51586	27185	9623	2626	892	2034	10001	9442	23097	219541	7514	6722	10445	2033	1025	5430	7067	6597	4087	10971	6667	5970	260425	54902	207	2521	79803	6256	23028	648	54820	2010	4914	9989	4869	1387	64241	5436	1292	7068	1022	11258	57492	26578	51128	23002	7566	10959	324	5515	9782	5195	57520	8648	1385	5925	9775	23476	9869	22794	51548	25942	8878	27161	7251	5245	1499	440145	8139	6612	10728	1994																																																																																																															
6601	86	9546	93343	83737	6595	6605	29117	4609	4087	6599	6597	1994	10482	4193	3066	8726	25942	56916	8452	29110	988	8353	64343	207	6667	4851	2010	8110	6472	3065	4297	8815	57492	2735	2908	4914	55832	7184	11345	84759	7203	7251	4869	898	83987	6310	10250	2353	57534	55149	648	6119	8289	6134	2130	5460	118	59341	5970	382	6907	54904	6612	6881	3015	4854	79913	7329	7415	10010	238	10524	1051	7249	8648	57520	23363	3428	9972	1386	10765	7157	5432																																																																																																										
11043	84294	23479	10475	5987	80705	3476	51619	259266	6919	9961	373	7322	7324	26003	7323	7321	10477	22954	125115	10241	7186	55602	672	285753	79696	27246	80019	6477	51132	55611	11074	2810	8452	4193	7189	5682	6310	4171	79165	9921	10667	26121	85363	257397	85302	6472	7329	10075	57534	7316	6615	57542	8924	84619	84062	7874	6134	3064	23636	64343	3312	3921	57520	117177	51317	79840	148022	4605	22911	261726	4189	729967	10959	4676	84759	2053	8854	126070	150274	148103	4513	11007	56254	10383	10524	71	54433	25788	54737	342132	22919	9218	29110	27229	118	10616	3315	9646	2033	1856	6907	1022	7415	10482	4214	2735																																																																																			
118	3428	91746	51575	998	55795	27335	2002	10482	84656	7189	672	10528	1460	5594	23404	7316	8087	4609	1994	6622	648	3192	2274	4869	6732	7157	7341	6134	6840	6597	7186	7415	6472	4171	8726	26574	8575	7514	834	2733	3184	23224	64210	55832	2521	4087	54737	6780	2969	3183	7159	23468	1051	25942	22919	9584	6477	6595	27316	11140	7416	6259	6722	8878	3611	3608	3064	27161	58506	6154	54477	10454	7917	2130	79871	10542	9782	64802	80705	5796	6613	64857	3071	286336	286077	1730	1464	3552	9950	8870	10769	197131	4512	9706	27330	6895	10657	1965	2664	4731	9785	3921	975	10492	8767	8924	7257	25920	25	51548	3837	101928160	83759	10250	10458	2079	7874	5604	54433	5521	23144	5371	55011	6293	6294	50855	8481	10524	2010	7158	8649	10342	4204	147700	55291	28996	5900	6199	8452	5597	9493	6667	51428	10987																																													
51747	23076	29888	1316	51631	4914	6432	10250	23363	8452	10482	55832	10987	9820	51428	3068	22938	6427	22976	26156	1994	55692	9775	8726	8454	56257	3178	6780	6732	3192	9406	2023	8453	3608	6625	10189	4116	85403	9584	10212	1457	10528	8683	7157	7917	9045	7514	142	55646	4691	3611	4771	4609	3428	29079	5885	26127	975	2869	6472	83987	11345	54899	10524	6201	4676	6895	8139	22890	58506	51295	2735	1952	382	7297	10291	207	7158	5925	2010	6294	26747	23435	4869	7150	7532	6134	648	9656	219541	10146	11338	22794	5460																																																																																																
6829	64783	58506	9463	2950	23557	26258	645455	4914	55653	9820	84062	7314	23363	5108	3428	80184	167691	8924	10142	23224	7514	2885	6605	6132	10521	83692	27229	4255	2176	9482	56893	27161	8658	55715	9318	5436	2672	25778	23111	1022	148022	5576	79842	284297	25828	29967	55680	5130	84858	118426	79759	10987	8841	10971	81608	3981	3064	2521	7534	7917	55611	8481	11035	9045	10075	4793	9775	3329	8453	27316	6789	4292	25920	3315	55844	2023	7257	22938	51548	1386	5594	5604	7874	22919	5467	8452	5311	10482	4609	8543	4087																																																																																																		
24148	26512	302	57117	5434	1508	55174	5437	5432	5518	5894	54973	6117	5515	988	5431	4914	5430	6119	6118	55656	23363	4292	5521	83987	4831	9531	56257	8175	1460	6472	9128	4609	5433	23612	10482	26121	9129	23524	648	9820	125950	11345	7520	5071	7917	1022	5436	23046	197131	56893	8614	51428	25895	7874	9968	25920	51320	6622	3611	4793	57520	9702	64210	7415	22938	4851																																																																																																																											
7879	4725	55967	51103	9218	4702	4695	51079	93380	30968	4698	4728	4731	4701	4714	4710	4713	51300	26509	54539	4726	51295	25915	4609	4711	11331	1994	4712	10482	10970	857	3064	9474	1345	9531	7416	6119	2319	11345	26270	3895	4696	5071	83547	8726	4724	5245	10075	2521	55863	79901	6118	2664	27243	8452	1121	9820	79135	64427	4512	823	221079	9213	90809	5869	3014	7917	23476	4292	2023	3181	10616	9391	7251	5423	11007	27335	79139	147700	27072	10159	23410	64284	4706	57456	1386	5564	5538	6117																																																																																																					
