3183	3276	1736	5905	10992	3609	2521	55226	6202	3320	3014	4914	23363	9820	8452	11345	3396	8454	9775	3178	2099	10482	5928	3192	8161	4904	1050	10625	79159	7189	55646	8945	56257	2597	7520	3608	8065	2010	4176	22938	5564	4193	4791	5521	2810	4869	22976	6733	8175	55660	1407	6132	10598	25983	221785	11273	8312	2494	57819	55505	5378	8204	8480	7536	83590	23481	10181	1660	24140	22890	1457	79728	3020	9188	23144	3024	10397	8648	9656	8570	6597	27229	219541	140890	6732	7133	142	2869	113523636	10528	6199	7514	23451	10594	56916	6134	7283	23020	6118	10492	4174	1408	23411	3190	10075	5970	5518	55611	6119	23028	5501	3064	5500	6780	8353	3106	7415	9782	10971	6059	3921	5591	5684	83987	6421	55366	26168	648	8607	23524	25	2547	2023	10014	7528	8726	6472	64210	399687	3837	7531	2130	6599	10250	51741	6789	9694	23435	2033	26270	367	331	23710	55623	3184	4738	55771	4609	7316	11140	7329	51428	988																																																																																																																																																										
6193	1778	10694	5520	27316	10598	10576	29110	5515	908	5531	7203	8428	10574	5518	6950	84790	7283	1408	10575	3959	8452	4171	991	4914	5516	5521	6199	83987	988	3654	1407	2885	26270	892	7415	11235	4843	22938	11345	8454	10075	2099	3065	1017	121441	5684	8517	10014	9820	4851	2521	1994	10987	7316	7514	3312	84959	3315	10013	7157	6733	6732	57727	3955	1460	7874	8915	1780	6606	51295	1386	6464	8945	10010	2060	1499	5191	10625	10524	3068	4734	55660	9139	25893	4087	55561	4904	144811	6259	4831	26140	5934	8772	1978	5971	80789	2629	8312	1457	9491	6497	83605	23586	23673	5048	131965	23144	140890	2260	999	27229	6607	7022	151987	8570	9656	5562	857	86	6500	51548	26060	10397	3024	9706	57506	154	4174	10492	6667	6118	6134	5925	672	1025	207	3725	51143	10980	11140	4790	3184	23710	331	2033	6714	5894	6421	5591	23468	6059	10971	9782	27185	3106	6780	5500	3064	5501	203068	10482	6119	4214	3178	5970	1026	23411	6202	11321	1398	4172	8607	648	2065	10155	56257	2597	1147	2010	2064	4193	4791	1612	57520	4869	10376	310	22976	6789	51741	5879	2130	7531	3837	3958	3309	23612	801	1915	2023	7917	2547	9636	596	10916	23524	10540	4609	3320	8841	23363	3611																																																																																																								
8826	51474	4627	81	5500	5499	160	7343	9919	830	1213	6709	399687	54443	3983	7464	6840	805	22919	6711	3852	5339	2885	4641	10075	2060	1017	808	11035	55930	1212	1173	4914	801	26064	83987	2099	5501	4171	832	6464	51547	6119	6118	6210	286262	203068	1072	23363	8470	9820	84959	6117	7186	8454	23710	10987	10971	1994	57175	2869	408	7414	7514	4609	7157	3030	10014	1398	23384	10409	5728	22938	9636	8452	3320	999	55294	6908	9775	7014	7316	3326	3178	23557	1460	1050	5886	4087	10524	4904	991	8924	7132	50813	7874	7133	23499	4140	29079	10625	83737	1432	113523636	8161	84823	1386	6310	84164	6497	1457	22890	548593	1660	2629	29911	10181	23481	8626	60485	5971	64428	8312	55327	26060	5699	55074	3636	23133	79719	81888	1308	26108	219541	7846	3654	6314	10445	7022	6774	8570	9656	10426	857	2042	6500	51548	54785	84790	10397	79871	6786	154	4628	7398	6881	23673	6134	672	207	23451	6199	10528	8751	7329	6613	7088	10980	11140	3065	6788	4738	367	8453	26270	2033	4089	6714	9612	9694	5894	2146	1063	55366	5684	3921	6059	4851	9782	27185	9531	6780	3064	10482	1387	4214	10013	7529	2353	5970	6721	3190	4793	1408	4174	6667	7283	1147	8065	2010	4176	2064	5564	4193	8850	4791	267	3308	1612	5521	2810	57520	128866	8450	8175	84859	10010	3838	8678	1499	10598	3192	6789	5879	7531	9657	6472	10989	4691	2023	546	25	596	10916	3315	4088	998	3312	8607	648	2065	26168	56257	2597	8878	7534	8517	988	7431	7415																																																									
554313	8360	2597	8366	8365	8364	8362	8359	121504	8367	9555	8361	8370	8363	8294	8368	7037	4173	6477	4678	10294	8335	7132	353322	7161	54465	3020	7913	10987	149628	8452	4171	4609	9820	23363	11345	4869	5885	8350	23468	8450	8353	10951	5925	4214	8453	132660	942	5933	23710	11335	8065	6347	4116	408	10410	2353	3065	4172	9441	113523636	999	3014	10419	8358	5970	4174	26270	3068	5931	23234	9775	5928	51377	23133	4176	9530	55957	142	2885	6118	3024	3320	10075	6117	10524	5111	857	7707	3607	525	154	6749	84790	7409	6259	8570	8290	6464	1386	6606	6774	2034	6607	7158	7874	24140	3654	3611	6732	1457	9709	5878	5371	5430	5728	382	8454	10980	51026	7329	6199	7283	6667	10492	1408	23411	2521	3178	10013	55611	6119	10482	203068	23028	3064	2099	3106	10971	5460	5684	55366	4904	3066	10598	1407	1499	57520	2810	3308	8850	6657	4193	2064	2010	3608	7520	7534	26168	648	6449	9636	25	2547	546	2023	4691	10014	369	7531	2130	6789	4914	9612																																																																																																																																															
5709	5708	5705	5704	3895	5701	5682	9861	11047	5716	5702	5707	5710	5706	5711	9097	5071	4914	51377	5718	5886	7979	80227	23770	7189	4843	7316	55626	988	22938	4609	5684	10075	5698	3106	9531	1408	26994	29979	10014	10919	26270	8452	7415	10273	84938	10482	1407	5687	6199	5460	5970	4193	24140	4171	4869	573	2099	3646	8924	7132	7874	10576	29079	5378	7052	142	11160	2869	113523636	8626	29117	2702	64061	6310	7508	1386	8290	51035	213	3354	3880	58484	154	6591	63943	7057	57506	10397	84790	5689	7158	51548	1269	1457	8312	6500	581	8570	9985	22890	4831	6314	10422	7846	9709	79876	5879	9474	5894	6714	5371	2033	367	4738	11140	7329	8837	207	1025	5925	6667	10492	4174	3320	2521	6721	23363	1642	2353	3178	8517	10013	1994	1387	23028	10987	3064	6780	6059	160	55011	5885	10598	56893	3308	267	6929	830	4798	5564	2064	2010	8878	26168	648	3326	3309	8554	6472	2885	26043	801	1915	2023	7917	9636	3315	23524	6449	1398	3312	5713	83987	7534	7157																																																																																																																																													
3181	27044	57510	8602	4650	708	51144	83743	3192	64210	7311	26986	7295	4914	23517	57703	23435	8452	4171	4869	2869	8266	2885	2099	7316	3106	5093	23133	7189	83737	328	9669	4791	10140	6929	29956	160	9775	1050	3068	6117	4087	5521	5008	84959	10598	55255	1407	1499	8678	3838	8175	23031	6733	22976	101928160	9410	2810	79876	4154	27335	64428	8772	147807	5971	9770	5921	1660	3396	132660	1457	6497	23673	154	3024	10397	84790	5562	23584	8570	6607	999	3654	140890	6732	89853	1460	7132	7874	7133	2960	705	8161	6606	64377	5518	1026	10075	1642	3190	23411	4174	6118	6134	10594	672	1025	1017	7514	6199	51428	51026	10980	4843	3014	4116	3187	83987	5684	5460	6059	7157	1880	9782	7415	8353	6780	5500	5501	121441	6119	1387	10013	7529	8517	3178	4691	801	1915	25	9636	10916	4088	23524	8607	7916	648	2065	56257	2597	8065	2010	22938	5564	4193	6657	9820	988	5728	4790	3184	5071	5430	26270	5371	11345	9694	5894	6789	1974	3309	6472	8726	10014	23612	4609	4904	10482																																																																																																																																											
6601	25942	6605	23376	1108	1969	51592	56916	11335	6597	4841	3852	6598	6599	10155	6595	3065	3066	8554	862	4914	1994	5500	4193	8726	4609	6657	23363	6118	23028	22938	23186	4297	8353	10419	2010	6925	8819	6667	6119	4851	2034	5971	8452	83987	3621	4088	10951	23468	648	9820	10482	999	5499	7514	367	8350	5931	988	3320	10987	85013	4204	5501	86	3014	5928	2353	55294	389840	1499	51547	3725	6607	6780	3654	3106	10445	5933	9425	6774	8570	9656	5876	5562	219541	991	54971	1460	7874	142	6606	29117	6310	1386	8290	1432	2060	23476	3607	83737	26039	7699	7567	7564	9139	169714	6591	144811	6894	3636	8915	55366	6421	5591	5378	6059	9782	147807	7508	8626	51548	57798	11338	84790	9706	154	574406	51079	6881	4580	4300	3020	7158	24144	6497	1457	22890	220965	25855	5932	23524	93474	3315	5001	23475	9636	25	7917	7321	2023	8243	7528	672	2885	6472	1025	9657	3326	2130	207	10250	645455	5894	9612	23435	6199	5371	26270	5430	8453	3184	4738	7329	6884	1173	6613	11140	10980	160	9775	10524	6908	1050	5885	1213	6749	10013	3622	10598	55660	3838	23031	8517	8450	3178	57520	2810	998	3312	8607	1408	26168	56257	7534	7520	8065	23411	1642	10075	5564	5970	8850	6929	5521	4087	2099	7157	7531	472	27185																																																																																																
4676	3329	10421	396	11051	5422	3313	10270	5594	57727	4914	55611	8452	2099	10482	9820	2521	23363	8454	3178	9782	5071	11052	8517	2885	154	8726	4171	4609	23411	6780	83987	2023	10010	7132	7133	2274	10598	10553	4771	3068	9775	5716	83737	23409	23640	8826	2060	1432	8290	6464	1386	2010	22938	6868	830	4791	10140	6117	267	3308	1612	5521	2801	2810	57520	1191	9410	22976	6733	8450	8737	219402	8175	10844	7158	24144	6497	1457	3396	37	1660	3959	3636	1780	2629	1967	83594	8480	23224	5971	9306	2237	9491	6259	578	8649	55602	6732	991	9709	399	219541	2581	999	27229	5933	8570	10426	3727	581	857	86	23410	9416	84790	3024	80824	515	3320	1408	4174	10492	6667	6118	23020	8899	6901	7283	5925	10594	672	1025	207	23451	6199	8751	6613	7088	10980	11140	4843	4116	3187	55366	6421	5684	5460	23468	6059	10273	7415	3106	5500	3064	5501	121441	6119	4214	1994	10013	5518	2353	1026	10075	4793	64210	6472	2969	841	8243	5499	25	9636	596	10916	4088	23524	998	11321	1398	648	56257	2597	8878	7534	8266	7520	1147	8065	3014	51547	7316	4738	5728	23710	331	367	26270	2033	5371	9694	5894	645455	2146	6789	5879	10250	1974	2130	7531	9657	7157	1017	11345																																																																																																						
4914	10487	55627	27101	5910	25939	64780	26092	84164	23640	328	23644	1500	51692	1938	54938	4140	79585	26015	26043	1937	3921	6731	10594	8452	3337	5378	8260	10844	7514	988	226	22820	22938	4171	51547	9513	4292	4609	10075	3326	3312	3178	10971	2885	4869	7316	11273	1386	5518	7014	6059	4904	55611	9636	3838	3837	3320	1017	23028	3315	83987	23363	10482	4176	1994	3098	7531	5093	8454	3611	6654	84823	1398	648	2521	55366	5928	7415	8453	4193	5111	8065	6733	23435	5725	3030	23513	3192	1915	23710	3106	6714	10987	1213	56257	9694	3068	5562	8924	1499	1967	8450	7532	645455	10250	3309	5501	9406	3607	55646	2060	219541	51035	5878	8945	1432	10542	6464	3621	8826	5886	8161	2869	6732	142	1460	51474	29079	10576	7132	57187	7874	5451	220965	3304	79682	1660	3959	25855	7536	54726	9360	60485	1384	832	573	79711	587	84458	5033	4831	8312	6234	26060	9295	23224	151987	4795	5191	11178	9985	1308	126272	57549	3654	999	10445	7022	1012	6774	8570	9656	5876	11143	581	6500	51548	11338	84790	10397	9861	154	5727	7398	6881	8125	4300	23673	63943	7158	1457	22890	24140	3396	2512	56916	5925	672	1025	207	8837	6199	7329	51143	51026	10980	11140	4843	3014	3065	6788	4790	3184	5430	26270	2033	5371	11345	5894	2146	9474	5879	2130	85403	3187	6421	5684	5460	5591	23468	9782	27185	5931	10273	9531	6780	2099	3064	6119	4214	10013	7529	1026	54534	1642	23411	1408	4174	10492	23020	8899	6901	7283	6134	8878	7534	7520	7431	1147	3608	10419	2010	2064	5564	267	3308	1612	11130	2810	57520	22976	23031	8175	8678	2274	55660	1407	10598	7414	4771	5885	10524	10625	369	9657	64210	6472	8243	23612	4691	801	2023	5499	7917	25	10916	23524	6449	998	11321	6709	4172	8607	7916	26168	10155	9092	3159	2597	10014	51428	7157	4000	6657	6117	8726
10482	8777	23636	23112	222484	468	23126	65109	6612	10768	8625	9666	64397	6672	84289	10140	10181	274	6591	5829	51035	993	23710	11043	10594	699	7514	6472	9921	4222	7329	2023	399687	10987	51547	2033	1994	23363	8452	4869	3837	22938	8726	8065	4193	9531	2332	5607	3065	4771	8480	56893	648	2039	55795	672	23468	3320	7316	29079	54971	55602	51147	3654	10576	3611	7133	5451	7846	6732	1460	7014	7874	991	6749	1050	7769	23557	9775	23499	83737	3607	23476	8945	1432	8290	266727	84823	6464	1386	6310	8826	9501	113523636	705	2869	142	85007	5921	7536	9360	10302	64400	79711	10205	51668	5934	8673	8312	11273	2960	55327	9295	4860	118812	130507	23224	58526	4795	80764	688	23133	51019	999	6314	6597	10445	57449	6774	11219	8570	9656	11143	10426	581	857	55311	65008	6500	51548	84790	10397	23144	5796	7158	1457	220965	1666	1660	6667	7283	10694	6134	56916	5493	6199	8751	10980	11140	988	4738	5430	5371	60492	10951	6714	23435	9612	9694	5894	1650	83759	6599	2130	7531	3326	3187	6421	11335	4851	10971	9782	27185	10273	7415	6780	5500	3064	23028	121441	203068	1387	1213	10013	7529	3178	5518	2353	5970	10075	1642	23411	1408	4174	2597	8878	7534	7520	10419	2010	2064	830	8850	6929	3308	9342	11130	57520	54535	6925	5584	6733	57727	8678	1499	2274	55660	7414	3066	3192	59339	4904	3309	64210	8554	2969	4297	26043	23612	10989	4691	801	1915	7175	5499	7917	2547	4088	23524	6449	79571	10540	1398	8607	7916	26168	10155	9092	3725	5878	4609																																																								
