5928	121504	8359	9555	3008	4175	11335	5931	5981	55355	192111	8362	8366	8365	8363	8367	8294	554313	8360	8361	2735	8370	8364	595	8368	999	10294	6477	2186	3020	10419	23468	8350	113523636	3065	9112	9820	8450	5925	4869	23363	3068	8353	132660	2736	3014	7412	2353	10951	2335	3428	9775	8452	149628	5970	8358	1058	4214	6347	8351	8355	51377	3593	10410	2885	11345	7913	8065	3205	8354	55166	26270	353322	10987	8356	4116	23710	4609	55957	408	5420	7132	8352	8357	8968	54465	3066	55832	1994	8726	8453	4215	2033	7189	23476	5111	6667	6497	1788	373	25855	4217	6595	3836	11315	6942	10524	5885	4087	7556	3192	6152	10426	4771	2625	221937	6732	55388	1460	8349	23309	7874	8819	84312	23492	6314	10284	8554	10363	9643	57473	79818	11035	3551	55840	1104	7520	1386	115106	5000	10075	1642	9636	7534	3309	2521	22938	3313	7283	56916	4904	4204	26060	6199	7157	7329	6613	25942	8454	55294	7316	5684	6472	8841	8535	6059	4851	10971	7428	5252	5500	3064	7531	23028	10482	1387	55611	114548	120892	3178	23411	1026	4092	6607	648	4599	6622	3308	142	5521	57520	8697	53615	5987	22976	51428	3611	10921	3024	1407	84790	6774	8139	84959	3622	988	382	991	5071	5430	55791	5371	7014	6606	9694	10036	10250	6117	1107	3315	8815	23524	1398	580	3312	51547	4914	6045																																																																																																	
3187	10856	2597	9343	142	1778	226	11198	6189	6187	9918	3326	4914	3838	2335	7412	23363	9820	83987	10075	988	8452	6119	6117	56257	2885	6118	10482	1017	8726	4869	5885	10524	9775	25953	10594	7189	9584	79913	6464	3068	1386	11035	7185	3383	23043	3066	22976	8450	4292	10915	3611	10921	1499	8366	3024	1058	4734	1407	8139	84959	10598	4771	3192	8294	4087	5565	25777	6497	322	1457	5111	8767	4217	11193	7297	10181	7536	8364	3959	23450	7107	3836	4154	6191	55718	5105	125476	54465	9400	11232	100528020	79159	29110	9643	10284	2078	8365	7133	7874	1460	10038	8370	8175	3020	4794	6152	10426	10445	29761	57154	3551	79871	3921	8367	8359	57634	29844	7068	60	23512	7283	867	56916	4904	55355	8360	7186	672	1025	26060	207	2176	6199	7157	10528	5598	3329	3725	10980	4843	4116	5684	6472	81631	6059	4851	10519	54165	10971	7428	7415	6780	7531	11140	4214	7529	8517	3178	23411	1026	9636	3309	3190	4793	6045	408	7528	8363	23076	29079	2130	149628	8361	8065	3315	8815	23524	27161	580	6607	6622	5564	4798	4791	5521	554313	11200	51377	8454	3014	3065	382	4609	4738	5728	54891	3184	5071	5430	2033	7014	6606	23435	7532	6789	373156	10250	3837	85403	9657	23710	9045	51548																																																																																																															
6601	10549	1072	302	3921	3301	60	57492	8570	23435	1192	6434	4914	8726	23363	4869	6595	9820	6310	7428	3838	1499	3024	1058	4734	119710	1407	8139	84959	10598	3622	4771	4087	5885	10524	7189	7023	4193	4791	5515	5521	11200	51377	6925	6195	3066	7184	22976	8450	3078	388323	4292	1593	8737	2316	3611	7879	3836	7536	7297	11193	5111	1457	322	57634	10142	8349	9275	51548	57154	6152	5327	7022	4215	5105	79087	6667	10454	6464	1386	8826	4512	11035	7185	3383	2869	29110	9643	10284	2078	7133	7132	5432	9972	81876	7412	3178	2353	1026	9636	7534	2521	22938	6134	56916	55355	7186	1627	672	1025	4641	207	1017	6199	7157	2335	3725	6472	83987	81631	5460	3428	4851	80179	9531	5894	8202	3106	8353	6780	5500	3064	26270	7531	10482	55611	1454	1080	4214	1994	51741	10250	55193	85403	9657	2885	408	6117	55366	23076	2130	8065	3315	8815	23524	6119	9611	6604	580	648	6118	11346	6613	25942	4843	8454	3014	3065	988	382	4738	5728	3184	6597	5071	11345	8453	2033	4093	7014	9694	7532	6789	373156	84790																																																																																																																																												
6950	908	3276	5515	1147	22948	10694	5524	7203	8508	10574	3654	10575	8841	5049	80176	54820	8648	3959	25843	5516	84790	5519	8428	7415	5580	7157	10238	7428	55844	5521	10014	4914	1017	83992	991	8452	26127	2521	4215	9820	2335	3611	8139	22938	7412	26270	10075	4609	3065	29110	11321	4843	4214	988	23363	80143	23710	7283	6199	1386	5684	7316	1408	6789	83987	57464	81631	121441	10971	5885	1407	1080	84959	5071	91801	672	1025	57154	7189	892	2885	7297	3326	1994	8454	2033	11140	5894	5599	11345	4851	5500	22899	6615	6152	10426	105369632	26060	8202	51548	8892	3551	79871	3613	6497	54477	5204	8370	9915	7874	7133	4000	5966	3064	6613	51003	11035	55611	6464	5129	10454	6667	24140	9775	134728	3955	9842	51321	901	54704	5526	55016	729440	4116	25939	6472	2176	5460	2235	131965	26524	5105	2494	80179	1457	6942	6733	8204	1660	9184	3329	7536	25929	3827	22985	9093	54776	80301	1104	100506403	145282	1540	3428	10733	1107	10989	55366	29079	2130	9984	9821	3315	8815	23524	27161	3309	7534	1398	3312	648	3172	56257	8878	5925	56916	867	23512	3184	60	7068	3014	8453	55791	23193	7014	9612	7532	3190	51741	10250	55193	7405	7528	10524	10980	4087	3622	10598	8312	9919	6774	79155	4734	3024	1499	10921	3838	3178	8450	6925	23043	595	9636	1642	1026	6622	3308	5564	5970	2353	4791	142	7332	23411	22827	5339	57520	10273	10482	9531	10987	983	2534	85451																																																																																
9260	5501	2316	4627	5500	8826	832	80179	9414	26064	6709	324	6711	2885	4641	1627	11035	1173	11346	55930	5499	5339	1213	6840	1829	801	1613	2317	140465	1017	7170	9209	1211	3983	23363	60	51512	7157	805	51474	126353	51547	4215	7529	8517	10971	83987	120892	8454	112268148	1080	9820	4609	7514	6118	1612	3312	7412	9531	867	1994	6667	672	6117	8452	23710	808	3326	5728	10482	10987	22938	3309	810	85464	9493	10075	5286	9919	6780	81631	6059	9657	3710	408	988	8353	3315	2335	7428	57519	8204	27034	3563	8767	54165	4846	4140	7046	9126	7277	22853	80254	7536	115106	60485	286128	3428	51334	54776	9972	6732	54477	3106	8202	5581	8175	6152	5894	5420	51548	5906	23085	3551	54785	79871	3921	154	9076	29843	10928	25777	5252	7572	1457	5111	26228	3759	119710	6992	63934	6422	90853	2949	50632	221692	57536	9663	91056	81566	9765	648791	89801	3751	113246	25984	388135	57683	90673	222236	338699	196740	5460	80301	79734	7879	22794	26610	10142	494115	8841	6191	659	51655	55718	5105	84991	5524	50651	10537	6472	10	79411	57587	56948	399909	79789	29760	55296	23076	7534	2130	1642	7917	8065	25	23524	9611	1398	9113	580	4092	648	56257	595	1026	4751	4214	1147	387	6622	3308	355	23345	11140	1454	7329	6613	93380	6733	3014	2176	207	8312	382	7186	4904	3184	6134	1856	4093	7532	2801	6789	7283	51741	10250	2521	6646	6721	8726	10342	55366	84959	4771	5573	4087	5885	1050	9775	2319	10594	3064	10454	1386	7020	3383	58525	2869	57473	51320	2078	7133	9463	9733	7874	7132	85451	1460	4193	4791	142	5521	55611	57520	1387	7531	4869	23043	22976	2534	8450	4292	26270	10010	3838	10921	1499	7187	4734	1407	55052	6774	8139	4914	7189	6119	7415																											
10383	51747	6426	10426	6187	6189	51138	7532	57520	4914	6045	22938	8454	10987	9820	7936	55832	7157	10971	7514	3192	56257	5885	4771	10598	6118	9775	7916	11168	8139	84790	4734	3024	10921	6607	648	6622	4292	8450	22976	4869	5521	7332	5564	4791	11083	7001	1743	440145	23480	81556	5105	6191	10758	10142	3836	3959	5431	1457	6497	810	574406	3921	3551	83878	57154	6152	50813	8175	6732	10116	10284	79159	3383	7185	8826	6464	9584	7189	6733	10528	6199	2176	1017	1025	7186	4904	56916	867	7283	60	2521	1642	10075	1026	2353	23411	3178	8517	7529	11140	114548	23028	7531	6780	7428	54165	5460	81631	6472	4116	580	1398	6119	23524	3315	8065	23076	6117	8726	408	2885	9657	85403	51741	6789	23435	2335	7329	6613	10980	4843	3014	988	382	4609	4738	5728	991	5071	11345	6606	149628	4214	10482	8453	23363	8452																																																																																																																																																																																	
5682	10155	2959	267	5886	25793	5688	5717	5683	7979	5707	5700	5695	1958	5692	5347	10213	5684	5710	23085	5694	4926	5698	8454	7316	5701	4914	51377	7189	3183	10075	3106	5699	5071	7412	7415	9657	4609	4843	23770	5705	9531	51371	4193	84262	7874	2335	5696	6059	5564	7428	4738	1387	11345	26270	11047	10422	5204	10318	51593	6615	3611	10010	1499	3024	1051	2961	1407	5435	6774	8139	10598	3192	1050	6667	7520	7185	5436	5966	2078	8924	10038	6732	91319	3665	8625	11228	5105	5318	5432	80227	825	10537	79158	9255	6891	10855	60490	7745	7556	55049	346171	6940	7567	1788	3020	4794	6152	10426	51548	154	3364	3727	6497	1457	8767	7297	5825	1660	9126	6917	79734	54995	6314	5715	56916	7186	4204	1025	8312	207	1017	7514	7157	3329	7329	3725	6613	25942	10980	3014	9820	382	8453	5430	1856	6606	55832	8841	5460	3428	4851	10273	6780	5500	3064	7531	23028	10482	1080	11140	10014	10013	8517	23411	7534	3309	6721	2521	867	7916	6607	648	3172	56257	8878	8266	595	6118	3308	4791	142	7332	5521	51141	10172	11200	4869	23043	6925	101928160	22976	4292	10951	7532	2801	3326	2885	8726	6117	7528	1107	55366	29079	2130	7917	149628	25	3315	8815	23524	6119	9611	1398	580	3312	8202	8452																																																																																																											
6125	10482	84271	29028	84305	115353	5226	55795	10569	64759	375790	55142	92610	8079	222484	1659	51035	10495	55352	9790	8777	7126	23404	65265	8339	7067	51320	65109	8625	10181	23286	9182	23636	5903	7297	8726	8767	6472	7514	23001	59343	8216	9972	3428	8452	2023	51547	23363	9531	3309	9775	10971	83987	7316	6154	7283	55832	648	7329	120892	9820	3192	10528	3383	84191	2869	57473	84898	5163	10302	9463	51068	29951	7874	9905	1460	8907	55808	7019	8370	6732	5204	197322	266727	6774	8139	10598	5573	11145	59339	4087	5885	1050	10524	85007	10594	23476	6667	284992	22894	84904	10551	7520	8826	6737	4205	5105	6497	1457	5111	11080	8204	114897	5825	7277	8349	51512	7536	10142	100506403	1104	115106	3836	10468	573	282991	55578	9104	27285	27071	1857	57449	11315	9349	6152	64844	10426	5546	862	57506	118881	51642	23770	3921	154	10200	26524	1642	2521	3190	22938	3313	60	6134	5925	7186	1025	1017	6199	7157	6733	2335	8751	6613	93380	4843	3065	382	26986	4738	3184	991	5071	9131	11345	8453	1856	6840	5460	286128	8535	6059	4851	54165	7428	4914	10273	8202	3106	8353	6780	5500	3064	26270	7531	23028	114548	1213	4214	1994	10014	7412	3178	23411	9045	1026	10075	3312	7916	6607	56257	8878	595	387	6622	3308	5564	4193	142	267	58472	11200	23043	6195	101928160	2534	8450	51428	3611	6208	1602	3838	10921	1499	7187	4734	55791	4093	5371	10951	23435	9612	9694	10036	2801	51741	9564	3837	3326	9657	7528	55366	23076	801	2130	9984	4216	7917	149628	84816	3315	23524	27161	1398	580	4869	3068	7534	8065																																																								
4914	26168	10055	9675	3295	3646	3716	2976	5496	4940	26121	1659	3006	7343	22894	84164	5906	10914	25939	6576	292	4191	10075	8452	51547	488	1454	6429	4609	84295	6949	81887	9820	23363	4869	23345	120892	1994	580	7514	3428	988	1017	3326	23193	10014	55611	10598	26270	6134	6045	2969	54606	4904	8454	3308	2521	1457	3065	85451	10657	4193	7316	6732	1642	7415	3178	3837	4796	55832	2885	648	10987	3184	3106	7329	23710	3190	3312	7189	1729	6428	6154	8450	84790	6780	9919	10250	23524	9694	25777	7812	6426	8453	5925	23411	8353	6059	149628	55791	3192	57673	10445	10426	57506	79871	23085	23560	51548	6152	9911	8535	9531	1386	7520	8826	11035	7185	10018	3383	10273	57473	51606	10284	79876	7133	7428	7874	7132	1460	58500	54165	4851	55388	54477	8379	7022	1788	54726	5876	84661	23450	81631	3836	10142	10006	55284	145282	200894	57418	55661	1540	6472	6191	659	114897	8625	5982	5105	5684	1857	1545	729440	56977	3587	6521	51068	240	50615	55552	118881	23770	3183	3921	286128	154	22881	6497	322	5111	3396	3563	116028	7297	6897	9126	7277	9184	9832	55092	51512	7536	84078	115106	65109	51073	22985	60485	3959	5460	5516	5071	5430	1856	2033	4093	5371	10036	7532	2801	6789	373156	51741	5329	8350	5411	84311	9657	7416	8726	23028	10733	1107	10989	55366	23076	801	11140	4214	7412	2353	9045	1026	1080	7534	3309	22938	3313	60	6901	7283	867	56916	1025	8312	4641	207	10528	6733	6613	10980	3014	114548	1387	26986	22976	4292	10915	51428	3611	3838	10921	1499	3024	1058	4734	1407	6774	5894	8139	84959	4087	5885	6222	1050	10524	9775	2319	25953	3572	6595	6667	29079	2130	9984	7917	25	7531	3315	8815	9611	1398	7916	6607	56257	595	5929	7184	6195	23043	11200	5521	7332	8202	142	4791	355	5564	6622	387	9636	6199	4116	83987	5048	11273	4771								
5704	5702	10131	5710	5700	5683	5707	5717	80227	573	51141	5705	5701	10213	4599	5071	11047	10075	5110	51377	7316	988	4914	22938	4609	4843	23770	9349	5886	5684	26270	7189	10482	10014	7157	5925	9531	4217	2335	5105	3312	5564	1408	3309	5885	57154	6152	3992	6059	8175	54165	54477	10422	7428	7132	5204	8924	1839	3354	55049	283212	94030	51531	10537	2131	116461	825	11228	8061	5715	6314	6472	5698	3959	81631	8767	132660	3364	5460	8535	7528	6117	2885	6045	3326	5411	11140	6606	8453	11345	1994	3014	25942	6613	7329	8312	1025	867	6721	10013	8517	7412	3192	8139	1407	4292	23043	4869	10273	3106	5521	267	4791	3308	6622	8878	6607	7916	23524	3315	1080	8065	7917	1107																																																																																																																																																																																																									
